6a1f9f69-8fe3-4761-a806-11eb99cfa38e;1998;жіноча;Вінницька область;Вінницька область;м.Вінниця;Випускник минулих років;місто;null;null;null;null;null;null;null;null;Українська мова і література;Зараховано;134.0;null;42;0;Технологічно-промисловий коледж Вінницького національного аграрного університету;Вінницька область;м.Вінниця;м.Вінниця;Історія України;українська;Зараховано;135.0;null;40;Вище професійне училище №11 м. Вінниці;Вінницька область;м.Вінниця;м.Вінниця;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Англійська мова;Зараховано;128.0;null;null;33;Комунальний заклад "Загальноосвітня школа I-III ступенів №22 Вінницької міської ради";Вінницька область;м.Вінниця;м.Вінниця;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
b393cf2f-6c5a-479c-b59f-8781f9f0f761;2002;чоловіча;Донецька область;м.Маріуполь;смт Сартана;Випускник закладу загальної середньої освіти 2019 року;місто;Іноземної філології;російська;Комунальний заклад «Маріупольська спеціалізована школа І-ІІІ ступенів №8 імені Героя України Бойка В.С. Маріупольської міської ради Донецької області";спеціалізована школа;Донецька область;м.Маріуполь;смт Сартана;Департамент освіти Маріупольської міської ради Донецької області;Українська мова і література;Зараховано;100.0;4;23;0;Комунальний заклад "Маріупольський навчально-виховний комплекс "колегіум-школа" № 28 Маріупольської міської ради Донецької області";Донецька область;м.Маріуполь. Кальміуський район міста;Кальміуський район міста;Історія України;російська;Не подолав поріг;0.0;4;20;Комунальний заклад "Маріупольський навчально-виховний комплекс "колегіум-школа" № 28 Маріупольської міської ради Донецької області";Донецька область;м.Маріуполь. Кальміуський район міста;Кальміуський район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Англійська мова;Не подолав поріг;0.0;1;стандарт(академічний);6;Комунальний заклад "Маріупольська загальноосвітня школа І-ІІІ ступенів №52 Маріупольської міської ради Донецької області";Донецька область;м.Маріуполь. Центральний район міста;Центральний район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
bcacb697-4727-4ed0-8467-915178b1e945;2002;жіноча;Закарпатська область;Міжгірський район;смт Міжгір'я;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Міжгірський медичний коледж;заклад вищої освіти;Закарпатська область;Міжгірський район;смт Міжгір'я;Департамент освіти і науки Закарпатської обласної державної адміністрації;Українська мова і література;Зараховано;141.0;9;47;0;Міжгірська загальноосвітня школа І-ІІІ ступенів №1 Міжгірської районної ради Закарпатської області;Закарпатська область;Міжгірський район;смт Міжгір'я;null;null;null;null;null;null;null;null;null;null;Математика;українська;Зараховано;153.0;7;31;Мукачівська загальноосвітня школа І-ІІІ ступенів № 13 Мукачівської міської ради Закарпатської області;Закарпатська область;м.Мукачево;м.Мукачево;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
c2b15013-be2f-4ff7-98e9-34cdbb8ad6bf;2002;жіноча;м.Київ;м.Київ;Дніпровський район міста;Випускник закладу загальної середньої освіти 2019 року;місто;Інформаційно-технологічний;українська;Технічний ліцей м. Києва;ліцей;м.Київ;м.Київ. Дніпровський район міста;Дніпровський район міста;Управління освіти Дніпровської районної в місті Києві державної адміністрації;Українська мова і література;Зараховано;171.0;8;72;0;Середня загальноосвітня школа І-ІІІ ступенів №128 м. Києва;м.Київ;м.Київ. Дніпровський район міста;Дніпровський район міста;null;null;null;null;null;null;null;null;null;null;Математика;українська;Зараховано;172.0;9;41;Середня загальноосвітня школа І-ІІІ ступенів №66 м. Києва;м.Київ;м.Київ. Дніпровський район міста;Дніпровський район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Географія;українська;Зараховано;155.0;null;54;Середня загальноосвітня школа І-ІІІ ступенів №126 м. Києва;м.Київ;м.Київ. Дніпровський район міста;Дніпровський район міста;Англійська мова;Зараховано;132.0;8;стандарт(академічний);35;Спеціалізована школа І-ІІІ ступенів №98 м. Києва з поглибленим вивченням англійської мови;м.Київ;м.Київ. Дніпровський район міста;Дніпровський район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
23389f4a-7663-4c6c-a8a5-9f3686e1f22a;2001;жіноча;Івано-Франківська область;Косівський район;м.Косів;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Училище Косівського інституту прикладного та декоративного мистецтва Львівської національної академії мистецтв;заклад вищої освіти;Івано-Франківська область;Косівський район;м.Косів;Департамент освіти, науки та молодіжної політики Івано-Франківської обласної державної адміністрації;Українська мова і література;Зараховано;100.0;5;23;0;Косівська загальноосвітня школа І-ІІІ ступенів №1 з класами поглибленого вивчення англійської мови Косівської районної ради Івано-Франківської області;Івано-Франківська область;Косівський район;м.Косів;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
f665714c-2170-4286-a59c-891686d8ab41;2001;чоловіча;Луганська область;Станично-Луганський район;смт Станиця Луганська;Випускник закладу загальної середньої освіти 2019 року;місто;Універсальний;українська;Комунальний заклад "Кіндрашівська загальноосвітня школа I-III ступенів Станично-Луганського району Луганської області";середня загальноосвітня школа;Луганська область;Станично-Луганський район;смт Станиця Луганська;Відділ освіти Станично-Луганської районної державної адміністрації Луганської області;Українська мова і література;Не подолав поріг;0.0;3;21;0;Комунальний заклад "Широківська загальноосвітня школа I-III ступенів Станично-Луганського району Луганської області";Луганська область;Станично-Луганський район;с-ще Широкий;Історія України;українська;Зараховано;140.0;7;42;Комунальний заклад "Широківська загальноосвітня школа I-III ступенів Станично-Луганського району Луганської області";Луганська область;Станично-Луганський район;с-ще Широкий;Математика;українська;Зараховано;114.0;5;15;Середня загальноосвітня школа І-ІІІ ступенів № 16 м.Сєвєродонецька Луганської області;Луганська область;м.Сєвєродонецьк;м.Сєвєродонецьк;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
0fed5b75-0345-428d-b8c3-174142c18cb0;2001;жіноча;м.Київ;м.Київ;Солом'янський район міста;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Київський коледж будівництва, архітектури та дизайну;заклад вищої освіти;м.Київ;м.Київ. Солом'янський район міста;Солом'янський район міста;Департамент освіти і науки виконавчого органу Київської міської ради (Київської міської державної адміністрації);Українська мова і література;Зараховано;176.0;9;77;0;Середня загальноосвітня школа №67 м.Києва;м.Київ;м.Київ. Солом'янський район міста;Солом'янський район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
21af5ddc-e14a-41ff-abb4-5040e293b510;2002;жіноча;Дніпропетровська область;м.Дніпро;Індустріальний район міста;Випускник закладу загальної середньої освіти 2019 року;місто;Української філології;російська;Комунальний заклад освіти "Середня загальноосвітня школа №14" Дніпровської міської ради;середня загальноосвітня школа;Дніпропетровська область;м.Дніпро. Індустріальний район міста;Індустріальний район міста;Управління освіти департаменту гуманітарної політики Дніпровської міської ради;Українська мова і література;Зараховано;189.0;10;90;0;Комунальний заклад освіти "Спеціалізована школа № 44 природничо-медичного профілю" Дніпровської міської ради;Дніпропетровська область;м.Дніпро. Амур-Нижньодніпровський район міста;Амур-Нижньодніпровський район міста;Історія України;українська;Зараховано;175.0;10;65;Комунальний заклад освіти "Середня загальноосвітня школа № 8" Дніпровської міської ради;Дніпропетровська область;м.Дніпро. Амур-Нижньодніпровський район міста;Амур-Нижньодніпровський район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Англійська мова;Зараховано;180.0;10;стандарт(академічний);59;Комунальний заклад освіти "Навчально-виховний комплекс № 57 "загальноосвітній навчальний заклад І ступеня - гімназія" Дніпровської міської ради;Дніпропетровська область;м.Дніпро. Амур-Нижньодніпровський район міста;Амур-Нижньодніпровський район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
289b16b6-0bc8-4ac3-9c53-648d9c58f0af;2001;жіноча;Хмельницька область;Хмельницька область;м.Хмельницький;Випускник закладу загальної середньої освіти 2019 року;місто;Універсальний;українська;Хмельницька середня загальноосвітня школа №18 I-III ступенів ім. В.Чорновола;середня загальноосвітня школа;Хмельницька область;м.Хмельницький;м.Хмельницький;Департамент освіти та науки Хмельницької міської ради;Українська мова і література;Зараховано;175.0;9;76;0;Хмельницький кооперативний торговельно-економічний інститут;Хмельницька область;м.Хмельницький;м.Хмельницький;Історія України;українська;Зараховано;180.0;11;70;Хмельницький університет управління та права. Юридичний факультет;Хмельницька область;м.Хмельницький;м.Хмельницький;Математика;українська;Зараховано;177.0;10;44;Хмельницька середня загальноосвітня школа I-III ступенів №25 імені Івана Огієнка;Хмельницька область;м.Хмельницький;м.Хмельницький;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Англійська мова;Зараховано;120.0;null;null;29;Навчально-виховний комплекс №7 м. Хмельницького;Хмельницька область;м.Хмельницький;м.Хмельницький;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
bfe2b782-e8f9-4976-b750-14f36f9c7b36;2001;чоловіча;Хмельницька область;Кам'янець-Подільський район;с.Смотрич;Випускник минулих років;село;null;null;null;null;null;null;null;null;null;null;null;null;null;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Математика;українська;Зараховано;114.0;null;15;Вище професійне училище №11 м. Вінниці;Вінницька область;м.Вінниця;м.Вінниця;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
010f4f26-499c-4893-bf54-3c565debb576;2002;чоловіча;Запорізька область;м.Запоріжжя;Комунарський район міста;Випускник закладу загальної середньої освіти 2019 року;місто;Інший(багатопрофільність);українська;Запорізька гімназія №107 Запорізької міської ради Запорізької області;гімназія;Запорізька область;м.Запоріжжя. Комунарський район міста;Комунарський район міста;Територіальний відділ освіти Комунарського району департаменту освіти і науки Запорізької міської ради;Українська мова і література;Зараховано;155.0;7;58;0;Державний вищий навчальний заклад "Запорізький будівельний коледж";Запорізька область;м.Запоріжжя. Вознесенівський район міста;Вознесенівський район міста;null;null;null;null;null;null;null;null;null;null;Математика;українська;Зараховано;168.0;8;39;Запорізький національний університет (ІІ навчальний корпус) ;Запорізька область;м.Запоріжжя. Олександрівський район міста;Олександрівський район міста;Фізика;українська;Зараховано;164.0;null;34;ПрАТ "ПВНЗ "Запорізький інститут економіки та інформаційних технологій";Запорізька область;м.Запоріжжя. Дніпровський район міста;Дніпровський район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Англійська мова;Зараховано;148.0;9;стандарт(академічний);43;Запорізька гімназія № 46 Запорізької міської ради Запорізької області;Запорізька область;м.Запоріжжя. Заводський район міста;Заводський район міста;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;data
